Category:Roman_Catholic_dioceses_in_Brazil; 624169 1096911 1096921 1096969 1096970 1096971 1096972 1096989 1097012 1097014 1097015 1097016 1097017 1097019 1097020 1097021 1097022 1097023 1097024 1097025 1097026 1097027 1097028 1097029 1097030 1097031 1097032 1097033 1097034 1097035 1097036 1097037 1097038 1097039 1097040 1097041 1097045 1097046 1097047 1097048 1097049 1097050 1097055 1097056 1097057 1097058 1097059 1097060 1097061 1097062 1097063 1097064 1097065 1097066 1097067 1097068 1097069 1097070 1097071 1097072 1097073 1097074 1097075 1097076 1097077 1097078 1097079 1097080 1097081 1097082 1097083 1097084 1097085 1097086 1097087 1097088 1097089 1097090 1097091 1097092 1097093 1097094 1097095 1097096 1097097 1097098 1097099 1097100 1097101 1097102 1097103 1097104 1097105 1097106 1097107 1097108 1097109 1097110 1097111 1097112 1097113 1097114 1097115 1097116 1097117 1097118 1097119 1097120 1097121 1097122 1097123 1097124 1097125 1097126 1097127 1097128 1097129 1097130 1097131 1097132 1097133 1097134 1097135 1097136 1097137 1097138 1097139 1097140 1097141 1097142 1097143 1097144 1097145 1097146 1097147 1097148 1097149 1097150 1097151 1097152 1097153 1097154 1097155 1097156 1097157 1097158 1097159 1097160 1097161 1097162 1097163 1097164 1097165 1097166 1097167 1097168 1097169 1097170 1097171 1097172 1097173 1097174 1097175 1097176 1097177 1097178 1097179 1097180 1097181 1097182 1097183 1097184 1097185 1097186 1097187 1097188 1097189 1097190 1097191 1097192 1097193 1097194 1097195 1097196 1097197 1097198 1097199 1097200 1097201 1097202 1097203 1097204 1097205 1097206 1097207 1097208 1097209 1097210 1097211 1097212 1097213 1097214 1097215 1097216 1097217 1097218 1097219 1097220 1097221 1097222 1097223 1097224 1097225 1097226 1097227 1097228 1097229 1097230 1097231 1097233 1097236 1097237 1097259 1097260 1097261 1097262 1097263 1097264 1097268 1097269 1097270 1097271 1097272 1097273 1097274 1097277 1097278 1097279 1097280 1097281 1097282 1097283 1097284 1097286 1097287 1097288 1097289 1097290 1097292 1097293 1097294 1097295 1097296 1097297 1097298 1097299 1097300 1097302 1097303 1097304 1097435 1097436 1097437 1097588 1098200 1105985
Category:Companies_of_Brazil; 23521 26780 26783 26806 26845 28199 254596 254822 401782 402318 408926 437626 469250 470321 498587 498911 528393 558546 594018 639289 639290 639291 650483 720345 727506 731987 781851 807122 807220 809370 915676 919030 919049 919079 920102 920103 925215 963604 1069430 1111835 1111836 1111837 1111838 1111839 1111840 1111841 1111843 1111844 1111848 1111849 1111850 1111851 1111852 1111853 1111855 1111856 1111857 1111858 1111859 1111860 1111861 1111862 1111863 1111864 1111865 1111866 1111867 1111868 1111869 1111870 1111871 1111872 1111874 1111875 1111876 1111877 1111878 1111879 1111880 1111881 1111884 1111885 1111886 1111887 1111888 1111889 1111890 1111891 1111892 1111893 1111894 1111895 1111896 1111897 1111898 1111899 1111900 1111901 1111902 1111903 1111904 1111905 1111906 1111907 1111908 1111909 1111910 1111911 1111912 1111913 1111915 1111916 1111917 1111918 1111919 1111920 1111921 1111922 1111923 1111924 1111925 1111927 1111928 1111929 1111930 1111931 1111932 1111933 1111936 1111937 1111938 1111939 1111940 1111941 1111942 1111944 1111945 1111946 1111947 1111948 1111949 1112924 1113400 1114347 1221065 1221066 1221067 1221100 1221101 1221895 1221899 1221926 1221995 1222034 1222044 1222131 1222132 1231072 1294952 1360941 1361339 1362153 1363579 1364141 1364142 1445863 1464362 1624879 1643785 1651197 1651245 1662363 1710374 1710375 1725038 1725822 1735437 1764743
Category:Airports_in_Brazil; 354787 396793 396794 396881 396909 616582 616583 616663 616664 616665 616666 616667 624070 624071 706045 742707 742708 742712 768251 790410 904324 962208 995148 1110586 1110587 1110588 1110589 1110590 1110591 1110592 1110593 1110594 1110595 1110596 1110597 1110598 1110599 1110600 1110601 1110602 1110603 1110604 1110605 1110606 1110607 1111962 1111963 1111964 1111965 1111966 1111967 1111968 1111974 1111975 1111976 1111977 1111978 1111979 1111980 1111981 1111982 1112120 1112150 1112151 1113211 1113212 1113213 1113214 1113215 1113216 1113217 1113218 1113219 1113220 1113221 1113222 1113223 1113224 1113225 1113226 1113227 1113228 1113229 1113230 1113231 1113232 1113233 1113234 1113235 1113236 1113237 1113238 1113239 1113240 1113242 1113243 1113244 1113245 1113246 1113247 1113249 1113250 1113252 1113253 1113254 1113255 1113256 1113258 1113260 1113261 1113262 1113263 1113264 1113265 1113266 1113267 1113268 1113269 1113270 1113271 1113272 1113273 1113274 1113275 1113276 1113277 1113278 1113279 1113280 1113281 1113282 1113284 1113285 1113486 1114071 1114359 1114360 1248534 1248798 1249151 1249152 1249153 1255582 1357503 1357695 1360817 1360818 1360819 1360820 1360877 1360881 1360929 1361262 1361263 1361265 1361266 1364212 1378078 1451457 1475280 1553401 1553402 1553403 1553404 1553405 1553406 1553407 1553408 1553409 1553410 1659649 1709984 1752585 1755656 1755954 1759646 1760627 1761326 1762908
Category:Brazilian_composers; 142999 340721 375721 565996 691895 832465 1014069 1020755 1024500 1026910 1067792 1220869 1220870 1220871 1220872 1220873 1220874 1221032 1221041 1221095 1221175 1221176 1221205 1221206 1221209 1221238 1221242 1221245 1221253 1221256 1221267 1221271 1221275 1221281 1221283 1221298 1221300 1221306 1221307 1221312 1221314 1221318 1221320 1221328 1221331 1221334 1221344 1221345 1221346 1221349 1221354 1221391 1221392 1221398 1221399 1221408 1221409 1221410 1221413 1221415 1221417 1221418 1221419 1221420 1221425 1221427 1221429 1221430 1221432 1221434 1221437 1221444 1221447 1221448 1221449 1221456 1221463 1221466 1221488 1221498 1221501 1221506 1221508 1221513 1221514 1221515 1221518 1221529 1221545 1221556 1221559 1221574 1221590 1221591 1221592 1221593 1221594 1221898 1230992 1316959 1364191 1488691 1490837 1490903 1491032 1491089 1493638 1494145 1494147 1498367 1499041 1499695 1501491 1501521 1501522 1501529 1501572 1501573 1501609 1501610 1501617 1501750 1501751 1501752 1501753 1501754 1501755 1501851 1501853 1504529 1570406 1678860 1772292 1772293
Category:Brazilian_singers; 108258 528559 904114 960750 1168236 1178279 1220862 1221103 1221108 1221142 1221167 1221176 1221178 1221182 1221193 1221194 1221215 1221229 1221242 1221246 1221251 1221256 1221257 1221259 1221260 1221261 1221272 1221273 1221274 1221279 1221280 1221281 1221282 1221283 1221284 1221286 1221288 1221289 1221290 1221291 1221293 1221294 1221298 1221307 1221308 1221312 1221316 1221317 1221318 1221322 1221325 1221326 1221327 1221329 1221330 1221335 1221337 1221338 1221339 1221340 1221344 1221350 1221354 1221355 1221360 1221366 1221368 1221370 1221372 1221374 1221375 1221379 1221384 1221385 1221387 1221389 1221391 1221393 1221398 1221399 1221402 1221404 1221407 1221412 1221413 1221414 1221417 1221420 1221425 1221426 1221430 1221431 1221433 1221435 1221442 1221444 1221447 1221453 1221455 1221456 1221458 1221462 1221475 1221476 1221491 1221492 1221493 1221495 1221496 1221499 1221510 1221515 1221516 1221520 1221521 1221522 1221524 1221527 1221528 1221529 1221531 1221533 1221542 1221546 1221549 1221555 1221561 1221569 1221570 1221573 1221581 1221591 1221592 1221595 1221607 1221885 1221888 1221890 1221891 1221909 1221917 1221925 1221979 1222019 1222031 1222038 1222049 1222089 1222100 1222121 1261555 1495877 1497850 1556315 1772363
Category:Brazilian_female_singers; 153780 212248 293728 938126 960750 1020759 1023218 1026904 1162956 1186026 1220862 1221006 1221102 1221103 1221108 1221142 1221182 1221183 1221194 1221204 1221208 1221221 1221226 1221229 1221239 1221246 1221248 1221254 1221257 1221259 1221260 1221264 1221281 1221285 1221289 1221291 1221293 1221301 1221302 1221311 1221313 1221315 1221316 1221318 1221319 1221329 1221330 1221335 1221338 1221341 1221344 1221347 1221349 1221350 1221357 1221359 1221360 1221361 1221364 1221366 1221368 1221369 1221370 1221372 1221375 1221378 1221385 1221389 1221390 1221392 1221393 1221405 1221406 1221408 1221412 1221414 1221419 1221421 1221433 1221453 1221455 1221461 1221496 1221497 1221499 1221501 1221505 1221516 1221517 1221519 1221521 1221522 1221523 1221535 1221540 1221555 1221569 1221570 1221887 1221888 1221891 1221909 1221927 1222049 1222050 1222063 1222080 1222089 1222094 1222100 1222102 1222121 1261549 1495877 1496539 1504406 1556315 1679071 1772363
Category:Brazilian_films; 125497 141329 691857 743254 743256 928037 1002745 1041763 1059589 1059591 1059592 1067650 1067651 1081899 1132234 1210874 1220961 1220962 1220963 1220964 1220965 1220971 1220973 1220975 1221053 1221054 1221061 1221106 1221107 1221149 1221292 1221295 1221525 1221583 1221614 1221615 1221620 1221621 1221625 1221627 1221629 1221630 1221631 1221632 1221634 1221635 1221636 1221640 1221644 1221646 1221648 1221650 1221651 1221652 1221653 1221657 1221658 1221659 1221660 1221661 1221662 1221663 1221664 1221665 1221666 1221667 1221668 1221669 1221670 1221673 1221674 1221675 1221676 1221677 1221679 1221680 1221681 1221682 1221683 1221684 1221685 1221686 1221687 1221688 1221689 1221690 1221693 1221694 1221695 1221696 1221697 1221700 1221701 1221706 1221710 1221714 1221715 1221717 1221718 1221719 1221720 1221721 1221722 1221723 1221724 1221727 1221737 1221738 1221739 1221741 1221743 1221745 1221750 1221753 1221755 1221757 1221758 1221760 1221762 1221763 1221772 1221775 1221781 1221788 1221789 1221790 1221791 1221792 1221794 1221796 1221797 1221801 1221805 1221806 1221807 1221811 1221812 1221813 1221815 1221818 1221831 1221832 1221833 1221834 1221836 1221837 1221838 1221840 1221841 1221842 1221846 1221847 1221848 1221849 1221850 1221852 1221854 1221855 1221856 1221858 1221861 1221863 1221865 1221870 1221903 1221949 1231270 1245476 1245526 1319838 1389089 1431568 1447712 1455878 1455879 1455880 1456051 1456209 1456810 1489178 1679205 1756296
Category:Brazilian_film_actors; 401981 633780 675380 691906 691911 893096 1058370 1141157 1162611 1216072 1220969 1220972 1221007 1221422 1221535 1221628 1221638 1221654 1221656 1221692 1221699 1221702 1221713 1221716 1221728 1221740 1221742 1221744 1221751 1221754 1221756 1221759 1221764 1221766 1221767 1221769 1221771 1221773 1221777 1221778 1221782 1221785 1221795 1221798 1221800 1221802 1221814 1221816 1221820 1221822 1221824 1221828 1221851 1221864 1221867 1221873 1221916 1221922 1221927 1221928 1221936 1221937 1221938 1221939 1221943 1221947 1221948 1221957 1221960 1221969 1221972 1221973 1221978 1221982 1221990 1221991 1221992 1221993 1221994 1221996 1222000 1222001 1222007 1222022 1222023 1222024 1222025 1222032 1222036 1222060 1222062 1222065 1222076 1222091 1287703 1455692 1489161 1712323 1758419
Category:Brazilian_people_of_Black_African_descent; 81434 82739 82938 83012 84239 84241 85423 85425 85426 85427 88635 88747 88794 89851 89868 89911 89913 89917 89918 89923 90132 91753 97301 105730 132871 153780 247492 247800 294156 365674 365902 401119 401972 406218 487770 555360 687608 687706 691856 691886 691887 691892 691893 728314 728492 737506 737834 737973 757920 757929 758061 758068 758816 759430 759705 763256 763298 895850 895920 896134 896566 904336 946712 947259 1141157 1179275 1179857 1221175 1221255 1221259 1221279 1221280 1221281 1221293 1221297 1221321 1221327 1221339 1221340 1221352 1221362 1221365 1221367 1221369 1221382 1221407 1221408 1221411 1221413 1221414 1221418 1221420 1221421 1221422 1221423 1221425 1221437 1221476 1221573 1221642 1221729 1221747 1221748 1221749 1221770 1221871 1221893 1221962 1221969 1222049 1231064 1231140 1231155 1231182 1231188 1231226 1231247 1239578 1334907 1358199 1358273 1358582 1358744 1360428 1360974 1361017 1361269 1361539 1362033 1362093 1362231 1362233 1362266 1362279 1362283 1362319 1362339 1362385 1362448 1362592 1362613 1362628 1362634 1362640 1362708 1362822 1362833 1362847 1362860 1362864 1362893 1362901 1362906 1362911 1362935 1362962 1363201 1363231 1363248 1363272 1363291 1381749 1458399 1524106 1565057 1620968 1678830 1678937 1678949 1678951 1678958 1678987 1678997 1679019 1679028 1679046 1679070 1679100 1679117 1679134 1682686 1720863
Category:Brazilian_actors; 108257 112055 206259 212207 401881 484076 485601 624232 639237 691899 691905 691907 691908 691909 691910 691938 839993 899813 900080 903973 999675 1040909 1065507 1221105 1221108 1221147 1221182 1221208 1221224 1221350 1221382 1221390 1221472 1221542 1221590 1221591 1221595 1221617 1221624 1221633 1221642 1221671 1221678 1221704 1221711 1221712 1221729 1221730 1221732 1221734 1221747 1221748 1221749 1221752 1221761 1221765 1221768 1221769 1221770 1221774 1221776 1221779 1221780 1221784 1221786 1221787 1221793 1221799 1221825 1221844 1221845 1221857 1221864 1221869 1221900 1221904 1221909 1221914 1221915 1221920 1221921 1221923 1221924 1221925 1221928 1221929 1221930 1221931 1221932 1221933 1221934 1221935 1221940 1221942 1221944 1221945 1221946 1221950 1221951 1221952 1221953 1221954 1221955 1221956 1221957 1221958 1221959 1221961 1221962 1221963 1221965 1221966 1221967 1221968 1221969 1221970 1221972 1221974 1221976 1221978 1221979 1221980 1221981 1221982 1221983 1221984 1221985 1221986 1221987 1221988 1221989 1221990 1221999 1222001 1222002 1222004 1222005 1222006 1222008 1222009 1222012 1222013 1222015 1222018 1222019 1222023 1222027 1222028 1222029 1222030 1222031 1222036 1222037 1222038 1222039 1222040 1222043 1222046 1222048 1222052 1222053 1222055 1222056 1222059 1222064 1222068 1222070 1222072 1222077 1222078 1222079 1222080 1222081 1222082 1222083 1222084 1222085 1222086 1222087 1222088 1222092 1222096 1222098 1222099 1222104 1222106 1222107 1222108 1222109 1222110 1222111 1222112 1222113 1222114 1222120 1222122 1222123 1222126 1222134 1225534 1231124 1236353 1253582 1360950 1489161 1504406 1504529 1569657 1678811 1678987 1679206 1679207 1679208 1691439 1770802 1789747
Category:Brazilian_telenovela_actors; 401881 691905 1220969 1221542 1221749 1221761 1221766 1221767 1221768 1221769 1221770 1221771 1221773 1221774 1221776 1221777 1221778 1221793 1221799 1221864 1221914 1221915 1221919 1221920 1221922 1221925 1221928 1221929 1221930 1221931 1221932 1221933 1221934 1221935 1221936 1221937 1221938 1221940 1221941 1221942 1221944 1221945 1221946 1221948 1221950 1221951 1221952 1221953 1221955 1221956 1221957 1221958 1221959 1221960 1221961 1221962 1221963 1221964 1221965 1221966 1221967 1221968 1221969 1221970 1221972 1221974 1221976 1221978 1221979 1221980 1221981 1221982 1221983 1221984 1221986 1221987 1221988 1221989 1221990 1221993 1221994 1221996 1221999 1222000 1222005 1222006 1222010 1222013 1222017 1222019 1222023 1222024 1222025 1222027 1222028 1222029 1222035 1222039 1222040 1222045 1222047 1222048 1222049 1222050 1222051 1222052 1222053 1222055 1222056 1222057 1222058 1222062 1222064 1222068 1222070 1222072 1222073 1222076 1222077 1222078 1222079 1222080 1222081 1222082 1222083 1222084 1222085 1222086 1222087 1222088 1222089 1222090 1222091 1222093 1222095 1222096 1222099 1222102 1222106 1222107 1222108 1222109 1222111 1222112 1222113 1222116 1222120 1222122 1236353 1489161 1678811 1679207
